year,fmp,binL,sex,Frequency,Source,Species,Year,FMP,Sex
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,45,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,85,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,45,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,4,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,85,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,55,NA,7,AFSCTWL,310,2007,GOA,U
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,55,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,5,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,4,AFSCTWL,310,2007,GOA,U
NA,NA,60,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,6,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,4,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,4,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,7,AFSCTWL,310,2007,GOA,U
NA,NA,65,NA,5,AFSCTWL,310,2007,GOA,U
NA,NA,70,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,70,NA,4,AFSCTWL,310,2007,GOA,U
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,70,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,80,NA,3,AFSCTWL,310,2007,GOA,U
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,80,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,80,NA,2,AFSCTWL,310,2007,GOA,U
NA,NA,85,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,85,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,4,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,40,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,3,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,4,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,95,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,4,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,80,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,U
NA,NA,50,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,85,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,95,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,3,AFSCTWL,310,2007,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2007,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2007,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,40,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,45,NA,2,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,75,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,2,AFSCTWL,310,2009,GOA,F
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,45,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,45,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,45,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,60,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,80,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,M
NA,NA,55,NA,2,AFSCTWL,310,2009,GOA,F
NA,NA,50,NA,2,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,2,AFSCTWL,310,2009,GOA,F
NA,NA,55,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,70,NA,1,AFSCTWL,310,2009,GOA,F
NA,NA,65,NA,1,AFSCTWL,310,2009,GOA,M
